word,level,pos,word_fr,flag,last_seen_date
imaginary,b1,adjective,imaginaire,,
imagination,b2,noun,imagination,,
imagine,a1,verb,imaginer,,
immediate,b1,adjective,immédiat,,
immediately,a2,adverb,immédiatement,,
immense,c1,adjective,immense,,
immigrant,b1,noun,immigrant,,
immigration,b2,noun,immigration,,
imminent,c1,adjective,imminent,,
immune,b2,adjective,immunisé,,
impact,b1,noun,impact sur,,
impact,b1,verb,affecter,,
impatient,b2,adjective,impatient,,
implement,b2,verb,appliquer,,
implementation,c1,noun,mise en œuvre,,
implication,b2,noun,implication,,
imply,b2,verb,impliquer,,
import,b1,noun,importation,,
import,b1,verb,importer,,
importance,b1,noun,importance,,
important,a1,adjective,important,,
impose,b2,verb,imposer,,
impossible,a2,adjective,impossible,,
impress,b2,verb,impressionner,,
impressed,b2,adjective,impressionné,,
impression,b1,noun,impression,,
impressive,b1,adjective,impressionnant,,
imprison,c1,verb,emprisonner,,
imprisonment,c1,noun,emprisonnement,,
improve,a1,verb,améliorer,,
improvement,b1,noun,amélioration,,
in,a1,adverb,dans,,
in,a1,preposition,dans,,
inability,c1,noun,incapacité,,
inadequate,c1,adjective,inadéquat,,
inappropriate,c1,adjective,inapproprié,,
incentive,b2,noun,récompense,,
inch,b2,noun,pouce,,
incidence,c1,noun,incidence,,
incident,b2,noun,incident,,
inclined,c1,adjective,enclin,,
include,a1,verb,inclure,,
included,a2,adjective,inclus,,
including,a2,preposition,y compris,,
inclusion,c1,noun,inclusion,,
income,b2,noun,revenu,,
incorporate,b2,verb,incorporer,,
incorrect,b2,adjective,incorrect,,
increase,a2,noun,augmentation,,
increase,a2,verb,augmenter,,
increasingly,b2,adverb,de plus en plus,,
incredible,a2,adjective,incroyable,,
incredibly,b1,adverb,incroyablement,,
incur,c1,verb,s'exposer à,,
indeed,b1,adverb,vraiment,,
independence,b2,noun,indépendance,,
independent,a2,adjective,indépendant,,
index,b2,noun,indice,,
indicate,b1,verb,indiquer,,
indication,b2,noun,indication,,
indicator,c1,noun,indicateur,,
indictment,c1,noun,acte d'accusation,,
indigenous,c1,adjective,autochtone,,
indirect,b1,adjective,indirect,,
individual,a2,adjective,individuel,,
individual,a2,noun,individu,,
indoor,b1,adjective,intérieur,,
indoors,b1,adverb,à l'intérieur,,
induce,c1,verb,induire,,
indulge,c1,verb,céder,,
industrial,b2,adjective,industriel,,
industry,a2,noun,industrie,,
inequality,c1,noun,inégalité,,
inevitable,b2,adjective,inévitable,,
inevitably,b2,adverb,inévitablement,,
infamous,c1,adjective,infâme,,
infant,c1,noun,nourrisson,,
infect,c1,verb,infecter,,
infection,b2,noun,infection,,
infer,b2,verb,déduire,,
inflation,b2,noun,inflation,,
inflict,c1,verb,infliger,,
influence,b1,noun,influence,,
influence,b1,verb,influer,,
influential,c1,adjective,influent,,
info,b2,noun,infos,,
inform,b2,verb,informer,,
informal,a2,adjective,informel,,
information,a1,noun,renseignement,,
infrastructure,b2,noun,infrastructure,,
ingredient,b1,noun,ingrédient,,
inhabitant,b2,noun,habitant,,
inherent,c1,adjective,intrinsèque,,
inherit,b2,verb,hériter,,
inhibit,c1,verb,inhiber,,
initial,b2,adjective,initial,,
initially,b2,adverb,initialement,,
initiate,c1,verb,commencer,,
initiative,b2,noun,initiative,,
inject,c1,verb,injecter,,
injection,c1,noun,injection,,
injure,b1,verb,blesser,,
injured,b1,adjective,blessé,,
injury,a2,noun,blessure,,
injustice,c1,noun,injustice,,
ink,b2,noun,encre,,
inmate,c1,noun,détenu,,
inner,b2,adjective,intérieur,,
innocent,b1,adjective,innocent,,
innovation,b2,noun,innovation,,
innovative,b2,adjective,novateur,,
input,b2,noun,entrée,,
inquiry,b2,noun,enquête,,
insect,a2,noun,insecte,,
insert,b2,verb,insérer,,
insertion,c1,noun,insertion,,
inside,a2,adjective,intérieur,,
inside,a2,adverb,intérieur,,
inside,a2,noun,intérieur,,
inside,a2,preposition,à l'intérieur de,,
insider,c1,noun,initié,,
insight,b2,noun,perspicacité,,
insist,b2,verb,insister,,
inspect,c1,verb,inspecter,,
inspection,c1,noun,inspection,,
inspector,b2,noun,inspecteur,,
inspiration,c1,noun,inspiration,,
inspire,b2,verb,inspirer,,
install,b2,verb,installer,,
installation,b2,noun,installation,,
instance,b2,noun,exemple,,
instant,b2,adjective,instantané,,
instantly,b2,adverb,instantanément,,
instead,a2,adverb,au lieu de,,
instinct,c1,noun,instinct,,
institute,b2,noun,institut,,
institution,b2,noun,institution,,
institutional,c1,adjective,institutionnel,,
instruct,c1,verb,instruire,,
instruction,a2,noun,instruction,,
instructor,a2,noun,instructeur,,
instrument,a2,noun,acte,,
instrumental,c1,adjective,instrumental,,
insufficient,c1,adjective,insuffisant,,
insult,c1,noun,insulte,,
insult,c1,verb,insulter,,
insurance,b2,noun,assurance,,
intact,c1,adjective,intact,,
intake,c1,noun,apport,,
integral,c1,adjective,intégral,,
integrate,b2,verb,intégrer,,
integrated,c1,adjective,intégré,,
integration,c1,noun,intégration,,
integrity,c1,noun,intégrité,,
intellectual,b2,adjective,intellectuel,,
intellectual,c1,noun,intellectuel,,
intelligence,b1,noun,intelligence,,
intelligent,a2,adjective,intelligent,,
intend,b1,verb,prévoir,,
intended,b2,adjective,prévu,,
intense,b2,adjective,intense,,
intensify,c1,verb,intensifier,,
intensity,c1,noun,intensité,,
intensive,c1,adjective,intensif,,
intent,c1,noun,buté,,
intention,b1,noun,intention,,
interact,b2,verb,interagir,,
interaction,b2,noun,interaction,,
interactive,c1,adjective,interactif,,
interest,a1,noun,intérêt,,
interest,a1,verb,intéresser,,
interested,a1,adjective,intéressé,,
interesting,a1,adjective,intéressant,,
interface,c1,noun,interface,,
interfere,c1,verb,interférer,,
interference,c1,noun,interférence,,
interim,c1,adjective,intervalle,,
interior,c1,adjective,intérieur,,
interior,c1,noun,intérieur,,
intermediate,c1,adjective,intermédiaire,,
internal,b2,adjective,interne,,
international,a2,adjective,international,,
internet,a1,noun,Internet,,
interpret,b2,verb,interpréter,,
interpretation,b2,noun,interprétation,,
interrupt,b2,verb,interrompre,,
interval,b2,noun,intervalle,,
intervene,c1,verb,intervenir,,
intervention,c1,noun,intervention,,
interview,a1,noun,entrevue,,
interview,a1,verb,avoir une entrevue,,
intimate,c1,adjective,intime,,
into,a1,preposition,dans,,
intriguing,c1,adjective,fascinant,,
introduce,a1,verb,présenter,,
introduction,a2,noun,introduction,,
invade,b2,verb,envahir,,
invasion,b2,noun,invasion,,
invent,a2,verb,inventer,,
invention,a2,noun,invention,,
invest,b1,verb,investir,,
investigate,b1,verb,rechercher,,
investigation,b2,noun,investigation,,
investigator,c1,noun,enquêteur,,
investment,b2,noun,investissement,,
investor,b2,noun,investisseur,,
invisible,c1,adjective,invisible,,
invitation,a2,noun,invitation,,
invite,a2,verb,inviter,,
invoke,c1,verb,invoquer,,
involve,a2,verb,impliquer,,
involved,b1,adjective,impliqué,,
involvement,c1,noun,implication,,
iron,b1,noun,fer,,
iron,b1,verb,repasser,,
ironic,c1,adjective,ironique,,
ironically,c1,adverb,ironiquement,,
irony,c1,noun,ironie,,
irrelevant,c1,adjective,non-pertinent,,
island,a1,noun,île,,
isolate,b2,verb,isoler,,
isolated,b2,adjective,isolé,,
isolation,c1,noun,isolation,,
issue,b1,noun,livraison,,
issue,b2,verb,fructifier,,
it,b1,noun,il,,
it,a1,pronoun,il,,
item,a2,noun,truc,,
its,a1,determiner,son,,
itself,a2,pronoun,soi-même,,
jacket,a1,noun,veste,,
jail,b2,noun,prison,,
jail,b2,verb,emprisonner,,
jam,a2,noun,confiture,,
january,a1,noun,janvier,,
jazz,a2,noun,jazz,,
jeans,a1,noun,jeans,,
jet,b2,noun,jet,,
jewellery,a2,noun,bijoux,,
job,a1,noun,tâche,,
join,a1,verb,joindre,,
joint,b2,adjective,commun,,
joint,b2,noun,articulation,,
joke,a2,noun,plaisanterie,,
joke,a2,verb,plaisanter,,
journal,b1,noun,revue,,
journalism,b2,noun,journalisme,,
journalist,a2,noun,journaliste,,
journey,a1,noun,voyage,,
joy,b2,noun,joie,,
judge,b1,noun,juge,,
judge,b1,verb,juger,,
judgement,b2,noun,arrêt,,
judicial,c1,adjective,judiciaire,,
juice,a1,noun,jus,,
july,a1,noun,juillet,,
jump,a2,noun,saut,,
jump,a2,verb,sauter,,
junction,c1,noun,jonction,,
june,a1,noun,juin,,
junior,b2,adjective,junior,,
jurisdiction,c1,noun,juridiction,,
jury,b2,noun,jury,,
just,c1,adjective,juste,,
just,a1,adverb,juste,,
justice,b2,noun,justice,,
justification,c1,noun,justification,,
justify,b2,verb,justifier,,
keen,b1,adjective,actif,,
keep,a1,verb,garder,,
key,a1,adjective,touche,,
key,a1,noun,touche,,
key,b1,verb,saisir,,
keyboard,b1,noun,clavier,,
kick,b1,noun,coup de pied,,
kick,b1,verb,botter,,
kid,a2,noun,gamin,,
kidnap,c1,verb,kidnapper,,
kidney,c1,noun,rein,,
kill,a2,verb,tuer,,
killing,b1,noun,meurtre,,
kilometre,a1,noun,kilomètre,,
kind,b1,adjective,gentil,,
kind,a1,noun,genre,,
king,a2,noun,roi,,
kingdom,c1,noun,royaume,,
kiss,b1,noun,baiser,,
kiss,b1,verb,embrasser,,
kit,b2,noun,trousse,,
kitchen,a1,noun,cuisine,,
knee,a2,noun,genou,,
knife,a2,noun,couteau,,
knock,b1,noun,coup,,
knock,a2,verb,frapper,,
know,a1,verb,connaître,,
knowledge,a2,noun,connaissance,,
lab,a2,noun,labo,,
label,b1,noun,étiquette,,
label,b1,verb,étiqueter,,
laboratory,b1,noun,laboratoire,,
labour,b2,noun,accouchement,,
lack,b1,noun,manque,,
lack,b1,verb,manquer,,
lad,c1,noun,garçon,,
ladder,b2,noun,échelle,,
lady,a2,noun,dame,,
lake,a2,noun,lac,,
lamp,a2,noun,lampe,,
land,a1,noun,terre,,
land,a2,verb,atterrir,,
landing,b2,noun,palier,,
landlord,c1,noun,propriétaire,,
landmark,c1,noun,site,,
landscape,b2,noun,paysage,,
lane,b2,noun,ruelle,,
language,a1,noun,langue,,
lap,c1,noun,côté,,
laptop,a2,noun,portable,,
large,a1,adjective,grand,,
large-scale,c1,adjective,à grande échelle,,
largely,b2,adverb,en général,,
laser,c1,noun,laser,,
last,a2,adverb,en dernier,,
last,a1,determiner,dernier,,
last,a2,noun,dernier,,
last,a2,verb,durer,,
late,a1,adjective,défunt,,
late,a1,adverb,tard,,
lately,b2,adverb,dernièrement,,
later,a2,adjective,postérieur,,
later,a1,adverb,plus tard,,
latest,b1,adjective,dernier,,
latest,b2,noun,nouveauté,,
latter,c1,adjective,dernier,,
latter,c1,noun,dernier,,
laugh,a1,noun,rire,,
laugh,a1,verb,rire,,
laughter,a2,noun,rire,,
launch,b2,noun,lancement,,
launch,b2,verb,lancer,,
law,a2,noun,droit,,
lawn,c1,noun,gazon,,
lawsuit,c1,noun,procès,,
lawyer,a2,noun,juriste,,
lay,b1,verb,coucher,,
layer,b1,noun,couche,,
layout,c1,noun,plan,,
lazy,a2,adjective,paresseux,,
lead,b1,noun,plomb,,
lead,a2,verb,diriger,,
leader,a2,noun,chef,,
leadership,b2,noun,autorité,,
leading,b1,adjective,principal,,
leaf,b1,noun,feuille,,
leaflet,b2,noun,dépliant,,
league,b2,noun,lieue,,
leak,c1,noun,fuite,,
leak,c1,verb,fuir,,
lean,b2,verb,se pencher,,
leap,c1,noun,saut,,
leap,c1,verb,sauter,,
learn,a1,verb,apprendre,,
learning,a2,noun,apprentissage,,
least,a2,adverb,le moins,,
least,a2,determiner,le moins,,
least,a2,pronoun,le moins,,
leather,b1,noun,cuir,,
leave,b2,noun,permission,,
leave,a1,verb,laisser,,
lecture,a2,noun,conférence,,
lecture,a2,verb,gronder,,
left,a1,adjective,gauche,,
left,a1,adverb,à gauche,,
left,a1,noun,gauche,,
leg,a1,noun,jambe,,
legacy,c1,noun,héritage,,
legal,b1,adjective,légal,,
legend,b2,noun,légende,,
legendary,c1,adjective,légendaire,,
legislation,c1,noun,loi,,
legislative,c1,adjective,législatif,,
legislature,c1,noun,corps législatif,,
legitimate,c1,adjective,légitime,,
leisure,b1,noun,loisir,,
lemon,a2,noun,citron,,
lend,a2,verb,prêter,,
length,b1,noun,longueur,,
lengthy,c1,adjective,long,,
lens,b2,noun,objectif,,
lesbian,c1,adjective,lesbien,,
less,a2,adverb,moins,,
less,a2,determiner,moins de,,
less,a2,pronoun,moins de,,
lesser,c1,adjective,moindre,,
lesson,a1,noun,leçon,,
let,a1,verb,laisser,,
lethal,c1,adjective,mortel,,
letter,a1,noun,lettre,,
level,b1,adjective,plat,,
level,a2,noun,niveau,,
level,b2,verb,niveler,,
liable,c1,adjective,responsable,,
liberal,c1,adjective,généreux,,
liberal,c1,noun,libéral,,
liberation,c1,noun,libération,,
liberty,c1,noun,liberté,,
library,a1,noun,bibliothèque,,
licence,b2,noun,licence,,
license,c1,verb,autoriser,,
lie,b1,noun,mensonge,,
lie,a1,verb,mentir,,
lie,b1,verb,mentir,,
life,a1,noun,vie,,
lifelong,c1,adjective,de toute une vie,,
lifestyle,a2,noun,mode de vie,,
lifetime,b2,noun,éternité,,
lift,a2,noun,ascenseur,,
lift,a2,verb,lever,,
light,a1,adjective,lumineux,,
light,a1,noun,lumière,,
light,a2,verb,allumer,,
lighting,b2,noun,éclairage,,
like,b1,noun,préférence,,
like,a1,preposition,comme,,
like,a1,verb,aimer,,
likelihood,c1,noun,vraisemblance,,
likely,a2,adjective,probable,,
likewise,b2,adverb,de même,,
limb,c1,noun,membre,,
limit,b1,noun,limite,,
limit,b1,verb,limiter,,
limitation,b2,noun,limitation,,
limited,b2,adjective,limité,,
line,a1,noun,ligne,,
line,b2,verb,border,,
line-up,c1,noun,programmation,,
linear,c1,adjective,linéaire,,
linger,c1,verb,s'attarder,,
link,a2,noun,lien,,
link,a2,verb,relier,,
lion,a1,noun,Lion,,
lip,b1,noun,lèvre,,
liquid,b1,adjective,liquide,,
liquid,b1,noun,liquide,,
list,a1,noun,liste,,
list,a1,verb,lister,,
listen,a1,verb,écouter,,
listener,a2,noun,auditeur,,
listing,c1,noun,liste,,
literacy,c1,noun,alphabétisation,,
literally,b2,adverb,texto,,
literary,b2,adjective,littéraire,,
literature,b1,noun,littérature,,
litre,b2,noun,litre,,
litter,b2,noun,portée,,
little,a1,adjective,petit,,
little,a2,adverb,peu de,,
little,a1,determiner,petit,,
little,a1,pronoun,petit,,
live,b1,adjective,en direct,,
live,b1,adverb,en direct,,
live,a1,verb,habiter,,
lively,b2,adjective,animé,,
liver,c1,noun,foie,,
living,b1,adjective,vivant,,
living,b1,noun,vie,,
load,b2,noun,des tas,,
load,b2,verb,charger,,
loan,b2,noun,emprunt,,
lobby,c1,noun,lobby,,
lobby,c1,verb,faire pression sur,,
local,a1,adjective,local,,
local,b1,noun,section,,
locate,b1,verb,se poser,,
located,b1,adjective,situé,,
location,b1,noun,lieu,,
lock,a2,noun,serrure,,
lock,a2,verb,fermer,,
log,c1,noun,bûche,,
log,c1,verb,couper,,
logic,c1,noun,logique,,
logical,b2,adjective,logique,,
logo,b2,noun,logo,,
lonely,b1,adjective,seul,,
long,a1,adjective,long,,
long,a1,adverb,longtemps,,
long-standing,c1,adjective,de longue date,,
long-term,b2,adjective,à long terme,,
long-term,b2,adverb,à long terme,,
long-time,c1,adjective,de longue date,,
look,a2,noun,regard,,
look,a1,verb,regarder,,
loom,c1,verb,métier à tisser,,
loop,c1,noun,boucle,,
loose,b2,adjective,lâche,,
lord,b2,noun,monsieur,,
lorry,a2,noun,camion,,
lose,a1,verb,perdre,,
loss,b1,noun,perte,,
lost,a2,adjective,perdu,,
lot,a1,adverb,beaucoup,,
lot,a1,determiner,beaucoup,,
lot,a1,pronoun,beaucoup,,
lottery,b2,noun,loterie,,
loud,a2,adjective,fort,,
loud,a2,adverb,fort,,
loudly,a2,adverb,fort,,
love,a1,noun,amour,,
love,a1,verb,aimer,,
lovely,a2,adjective,adorable,,
low,a2,adjective,bas,,
low,a2,adverb,bas,,
low,b2,noun,dépression,,
lower,b2,verb,baisser,,
loyal,b2,adjective,loyal,,
loyalty,c1,noun,loyauté,,
luck,a2,noun,chance,,
lucky,a2,adjective,chanceux,,
lunch,a1,noun,déjeuner,,
lung,b2,noun,poumon,,
luxury,b1,adjective,luxe,,
luxury,b1,noun,luxe,,
lyric,b2,noun,texte,,
machine,a1,noun,machine,,
machinery,c1,noun,mécanique,,
mad,b1,adjective,fou,,
magazine,a1,noun,revue,,
magic,b1,adjective,magique,,
magic,b1,noun,magie,,
magical,c1,adjective,magique,,
magistrate,c1,noun,magistrat,,
magnetic,c1,adjective,magnétique,,
magnificent,b2,adjective,magnifique,,
magnitude,c1,noun,magnitude,,
mail,a2,noun,courrier,,
mail,a2,verb,courrier,,
main,a1,adjective,principal,,
mainland,c1,noun,continent,,
mainly,b1,adverb,surtout,,
mainstream,c1,adjective,commercial,,
mainstream,c1,noun,courant principal,,
maintain,b2,verb,maintenir,,
maintenance,c1,noun,entretien,,
major,a2,adjective,plus grand,,
major,,noun,commandant,,
majority,b2,noun,majorité,,
make,b2,noun,marque,,
make,a1,verb,faire,,
make-up,b2,noun,maquillage,,
making,b2,noun,activité,,
male,a2,adjective,mâle,,
male,a2,noun,mâle,,
mall,b1,noun,centre commercial,,
man,a1,noun,homme,,
manage,a2,verb,gérer,,
management,b1,noun,administration,,
manager,a2,noun,directeur,,
mandate,c1,noun,mandat,,
mandatory,c1,adjective,obligatoire,,
manifest,c1,verb,manifester,,
manipulate,c1,verb,manipuler,,
manipulation,c1,noun,manipulation,,
manner,a2,noun,manière,,
manufacture,b2,verb,fabriquer,,
manufacturing,b2,noun,fabrication,,
manuscript,c1,noun,manuscrit,,
many,a1,determiner,beaucoup,,
many,a1,pronoun,beaucoup,,
map,a1,noun,plan,,
map,b2,verb,cartographier,,
marathon,b2,noun,marathon,,
march,a1,noun,mars,,
march,c1,noun,mars,,
march,c1,verb,marcher,,
margin,b2,noun,marge,,
marginal,c1,adjective,marginal,,
marine,c1,adjective,marin,,
mark,a2,noun,marque,,
mark,a2,verb,marquer,,
marker,b2,noun,marqueur,,
market,a1,noun,marché,,
market,b1,verb,commercialiser,,
marketing,b1,noun,marketing,,
marketplace,c1,noun,marché,,
marriage,b1,noun,mariage,,
married,a1,adjective,marié,,
marry,a2,verb,se marier,,
martial,b2,adjective,martial,,
mask,c1,noun,masque,,
mass,b2,adjective,masse,,
mass,b2,noun,masse,,
massacre,c1,noun,massacre,,
massive,b2,adjective,massif,,
master,b2,noun,maître,,
master,b2,verb,maître,,
match,a1,noun,allumette,,
match,a1,verb,combiner,,
matching,b2,adjective,See ensemble,,
mate,b2,noun,copain,,
mate,b2,verb,s'accoupler,,
material,b2,adjective,matériel,,
material,a2,noun,étoffe,,
mathematical,c1,adjective,mathématique,,
mathematics,a2,noun,mathématiques,,
maths,a2,noun,maths,,
matter,a2,noun,matière,,
matter,a2,verb,importer,,
mature,c1,adjective,mûr,,
mature,c1,verb,mûrir,,
maximize,c1,verb,maximiser,,
maximum,b2,adjective,maximum,,
maximum,b2,noun,maximum,,
may,a1,noun,mai,,
may,a2,modal verb,pouvoir,,
maybe,a1,adverb,peut-être,,
mayor,b2,noun,maire,,
me,a1,pronoun,moi,,
meal,a1,noun,repas,,
mean,a1,verb,signifier,,
meaning,a1,noun,sens,,
meaningful,c1,adjective,significatif,,
means,b2,noun,instrument,,
meantime,c1,noun,pendant ce temps,,
meanwhile,b1,adverb,pendant ce temps-là,,
measure,b1,noun,mesure,,
measure,b1,verb,mesurer,,
measurement,b2,noun,mesure,,
meat,a1,noun,viande,,
mechanic,b2,noun,mécanicien,,
mechanical,b2,adjective,mécanique,,
mechanism,b2,noun,mécanisme,,
medal,b2,noun,médaille,,
media,a2,noun,médias,,
medical,a2,adjective,médical,,
medication,b2,noun,médicament,,
medicine,a2,noun,remède,,
medieval,c1,adjective,médiéval,,
meditation,c1,noun,méditation,,
medium,b1,adjective,moyen,,
medium,b2,noun,médium,,
meet,a1,verb,rencontrer,,
meeting,a1,noun,réunion,,
melody,c1,noun,mélodie,,
melt,b2,verb,fondre,,
member,a1,noun,membre,,
membership,b2,noun,adhésion,,
memo,c1,noun,note,,
memoir,c1,noun,mémoires,,
memorable,b2,adjective,mémorable,,
memorial,c1,noun,mémorial,,
memory,a2,noun,mémoire,,
mental,b1,adjective,mental,,
mention,b1,noun,mention,,
mention,a2,verb,mentionner,,
mentor,c1,noun,mentor,,
menu,a1,noun,menu,,
merchant,c1,noun,marchand,,
mercy,c1,noun,miséricorde,,
mere,c1,adjective,simple,,
merely,c1,adverb,simplement,,
merge,c1,verb,fusionner,,
merger,c1,noun,fusion,,
merit,c1,noun,mérite,,
mess,b1,noun,désordre,,
message,a1,noun,message,,
metal,a2,noun,métal,,
metaphor,b2,noun,métaphore,,
method,a2,noun,méthode,,
methodology,c1,noun,méthodologie,,
metre,a1,noun,mètre,,
middle,a2,adjective,central,,
middle,a2,noun,milieu,,
midnight,a1,noun,minuit,,
midst,c1,noun,milieu,,
might,a2,modal verb,pourrait,,
migration,c1,noun,free,,
mild,b1,adjective,doux,,
mile,a1,noun,mille,,
militant,c1,adjective,militant,,
militant,c1,noun,militant,,
military,b2,adjective,militaire,,
military,b2,noun,armée,,
militia,c1,noun,milice,,
milk,a1,noun,lait,,
mill,c1,noun,usine,,
million,a1,number,million,,
mind,a2,noun,esprit,,
mind,a2,verb,déranger,,
mine,b1,noun,mine,,
mine,a2,pronoun,le mien,,
miner,b2,noun,mineur,,
mineral,b2,noun,minéral,,
minimal,c1,adjective,minimum,,
minimize,c1,verb,réduire,,
minimum,b2,adjective,minimum,,
minimum,b2,noun,minimum,,
mining,c1,noun,extraction minière,,
minister,b2,noun,ministre,,
ministry,c1,noun,ministère,,
minor,b2,adjective,mineur,,
minority,b2,noun,minorité,,
minute,c1,adjective,minuscule,,
minute,a1,noun,minute,,
miracle,c1,noun,miracle,,
mirror,a2,noun,miroir,,
miserable,b2,adjective,misérable,,
misery,c1,noun,misère,,
misleading,c1,adjective,trompeur,,
miss,a1,verb,manquer,,
missile,c1,noun,projectile,,
missing,a2,adjective,manquant,,
mission,b2,noun,mission,,
mistake,a1,noun,erreur,,
mistake,b2,verb,se tromper,,
mix,b1,noun,mélange,,
mix,b1,verb,mélanger,,
mixed,b2,adjective,mélangé,,
mixture,b1,noun,mélange,,
mob,c1,noun,foule,,
mobile,a2,adjective,mobile,,
mobile,a2,noun,mobile,,
mobility,c1,noun,mobilité,,
mobilize,c1,verb,mobiliser,,
mode,b2,noun,mode,,
model,a1,noun,modèle,,
model,b2,verb,modeler,,
moderate,c1,adjective,modéré,,
modern,a1,adjective,moderne,,
modest,b2,adjective,modeste,,
modification,c1,noun,modification,,
modify,b2,verb,modifier,,
moment,a1,noun,moment,,
momentum,c1,noun,élan,,
monday,a1,noun,lundi,,
money,a1,noun,argent,,
monitor,b2,noun,écran,,
monitor,b2,verb,contrôler,,
monk,c1,noun,moine,,
monkey,a2,noun,singe,,
monopoly,c1,noun,monopole,,
monster,b2,noun,monstre,,
month,a1,noun,mois,,
monthly,b2,adjective,mensuel,,
monument,b2,noun,monument,,
mood,b1,noun,humeur,,
moon,a2,noun,lune,,
moral,b2,adjective,moral,,
moral,b2,noun,morale,,
morality,c1,noun,moralité,,
more,a1,adverb,plus,,
more,a1,determiner,plus,,
more,a1,pronoun,plus,,
moreover,b2,adverb,en outre,,
morning,a1,noun,matin,,
mortgage,b2,noun,hypothèque,,
mosque,b2,noun,mosquée,,
most,a1,adverb,la plupart,,
most,a1,determiner,la plupart,,
most,a1,pronoun,la plupart,,
mostly,a2,adverb,surtout,,
mother,a1,noun,mère,,
motion,b2,noun,motion,,
motivate,b2,verb,motiver,,
motivation,b2,noun,motivation,,
motive,c1,noun,motif,,
motor,b2,adjective,moteur,,
motor,b2,noun,moteur,,
motorcycle,a2,noun,moto,,
motorist,c1,noun,automobiliste,,
mount,b2,verb,chevaucher,,
mountain,a1,noun,montagne,,
mouse,a1,noun,souris,,
mouth,a1,noun,bouche,,
move,b1,noun,déménagement,,
move,a1,verb,se mouvoir,,
movement,a2,noun,mouvement,,
movie,a1,noun,film,,
moving,b2,adjective,émouvant,,
much,a1,adverb,beaucoup,,
much,a1,determiner,beaucoup,,
much,a1,pronoun,beaucoup,,
mud,b1,noun,boue,,
multiple,b2,adjective,multiple,,
multiply,b2,verb,se multiplier,,
mum,a1,noun,maman,,
municipal,c1,adjective,municipal,,
murder,b1,noun,meurtre,,
murder,b1,verb,assassiner,,
muscle,b1,noun,muscle,,
museum,a1,noun,musée,,
music,a1,noun,musique,,
musical,a2,adjective,comédie musicale,,
musical,b1,noun,comédie musicale,,
musician,a2,noun,musicien,,
must,a1,modal verb,devoir,,
mutual,c1,adjective,mutuel,,
my,a1,determiner,mon,,
myself,a2,pronoun,moi-même,,
mysterious,b2,adjective,mystérieux,,
mystery,b1,noun,mystère,,
myth,b2,noun,mythe,,
nail,b1,noun,ongle,,
naked,b2,adjective,nu,,
name,a1,noun,nom,,
name,a1,verb,nommer,,
namely,c1,adverb,à savoir,,
narrative,b1,adjective,narratif,,
narrative,b1,noun,récit,,
narrow,a2,adjective,étroit,,
narrow,b2,verb,réduire,,
nasty,b2,adjective,méchant,,
nation,b1,noun,nation,,
national,a2,adjective,national,,
national,b2,noun,national,,
nationwide,c1,adjective,national,,
native,b1,adjective,autochtone,,
native,b1,noun,autochtone,,
natural,a1,adjective,naturel,,
naturally,b1,adverb,naturellement,,
nature,a2,noun,nature,,
naval,c1,adjective,naval,,
navigation,b2,noun,navigation,,
near,a1,adjective,près,,
near,a1,adverb,près,,
near,a1,preposition,près de,,
nearby,b2,adjective,proche,,
nearby,b2,adverb,à proximité,,
nearly,a2,adverb,presque,,
neat,b2,adjective,net,,
necessarily,b1,adverb,absolument,,
necessary,a2,adjective,nécessaire,,
necessity,b2,noun,nécessité,,
neck,a2,noun,cou,,
need,a2,noun,besoin,,
need,a1,verb,avoir besoin de,,
need,b1,modal verb,avoir besoin de,,
needle,b1,noun,aiguille,,
negative,a1,adjective,strictement négatif,,
negative,b2,noun,négatif,,
neglect,c1,noun,négligence,,
neglect,c1,verb,négliger,,
negotiate,b2,verb,négocier,,
negotiation,b2,noun,négociation,,
neighbour,a1,noun,voisin,,
neighbourhood,b1,noun,quartier,,
neighbouring,c1,adjective,voisin,,
neither,b1,adverb,ni l'un ni l'autre,,
neither,a2,determiner,ni l'un ni l'autre,,
neither,a2,pronoun,ni l'un ni l'autre,,
nerve,b2,noun,nerf,,
nervous,a2,adjective,nerveux,,
nest,c1,noun,nid,,
net,c1,adjective,net,,
net,b1,noun,réseau,,
network,a2,noun,réseau,,
neutral,b2,adjective,neutre,,
never,a1,adverb,jamais,,
nevertheless,b2,adverb,néanmoins,,
new,a1,adjective,nouveau,,
newly,b2,adverb,nouvellement,,
news,a1,noun,actualités,,
newsletter,c1,noun,bulletin,,
newspaper,a1,noun,journal,,
next,a1,adjective,proche,,
next,a1,adverb,puis,,
next,b1,noun,le suivant,,
next to,a1,preposition,à côté de,,
nice,a1,adjective,bon,,
niche,c1,noun,niche,,
night,a1,noun,nuit,,
nightmare,b2,noun,cauchemar,,
nine,a1,number,neuf,,
nineteen,a1,number,dix-neuf,,
ninety,a1,number,quatre-vingt-dix,,
no,a1,determiner,non,,
no,a1,exclamation,non,,
no one,a1,pronoun,personne,,
noble,c1,adjective,noble,,
nobody,a1,pronoun,personne,,
nod,c1,verb,hocher,,
noise,a2,noun,bruit,,
noisy,a2,adjective,bruyant,,
nominate,c1,verb,nommer,,
nomination,c1,noun,liste,,
nominee,c1,noun,candidat,,
non-profit,c1,adjective,à but non lucratif,,
